area,price,Adress,floor,facade,road_in,car_parking,bedrooms,wc
40 ,3.9,", Quận Hà Đông",4,4,12,0,5,4
37 ,3.2,", Quận Hà Đông",4,37,10,0,4,4
35 ,2.8,", Quận Hà Đông",4,35,10,0,4,4
42 ,3.5,", Quận Hà Đông",5,4,10,0,0,0
110 ,19.5,", Quận Thanh Xuân",0,0,0,0,0,0
70 ,15.2,", Quận Thanh Xuân",0,0,0,0,0,0
75 ,18.5,", Quận Đống Đa",0,0,0,0,0,0
70 ,15.2,", Quận Thanh Xuân",0,0,0,0,0,0
90 ,22.5,", Quận Thanh Xuân",0,0,0,0,0,0
60 ,16.6,", Quận Đống Đa",0,0,0,0,0,0
45 ,0.14625,", Quận Hà Đông",4,4,12,0,5,4
80 ,2.0,", Quận Cầu Giấy",5,5,20,0,4,5
45 ,3.25,", Quận Hà Đông",4,4,10,0,5,4
137 ,57.5,", Quận Ba Đình",2,63,25,0,2,2
330 ,38.0,", Quận Hoàng Mai",4,15,15,4,3,3
89 ,18.6,", Quận Đống Đa",5,33,55,0,3,3
200 ,68.0,", Quận Thanh Xuân",9,12,15,0,0,6
75 ,17.5,", Quận Nam Từ Liêm",8,5,20,4,11,8
74 ,25.0,", Quận Cầu Giấy",6,10,40,4,10,6
58 ,6.0,", Quận Long Biên",0,34,30,0,0,0
123 ,10.6,", Quận Long Biên",3,66,45,4,3,3
1000 ,650.0,", Quận Hai Bà Trưng",3,29,20,4,3,3
67 ,26.0,", Quận Cầu Giấy",6,46,40,0,10,5
175 ,66.0,", Quận Cầu Giấy",5,6,25,4,4,4
200 ,56.0,", Quận Cầu Giấy",4,25,15,4,4,4
1060 ,340.0,", Quận Đống Đa",3,23,25,4,5,5
59 ,28.5,", Quận Đống Đa",5,41,25,0,4,4
116 ,47.0,", Quận Tây Hồ",1,15,15,4,2,2
200 ,56.0,", Quận Cầu Giấy",4,25,15,4,4,4
150 ,71.5,", Quận Hai Bà Trưng",8,7,20,3,10,10
300 ,165.0,", Quận Cầu Giấy",9,8,35,0,10,10
143 ,71.0,", Quận Đống Đa",5,62,25,0,5,5
123 ,10.6,", Quận Long Biên",3,66,45,4,3,3
135 ,40.0,", Quận Đống Đa",6,4,25,4,5,5
435 ,255.0,", Quận Hai Bà Trưng",12,15,20,4,11,11
73 ,18.7,", Quận Hai Bà Trưng",4,42,20,0,3,3
38 ,9.6,", Quận Đống Đa",3,56,25,0,2,2
300 ,165.0,", Quận Cầu Giấy",9,8,35,0,10,10
57 ,25.0,", Quận Cầu Giấy",8,42,20,0,11,11
265 ,70.0,", Quận Đống Đa",2,61,20,0,2,2
113 ,60.0,", Quận Hai Bà Trưng",4,5,20,0,3,3
1060 ,340.0,", Quận Đống Đa",3,23,25,4,5,5
310 ,85.0,", Quận Tây Hồ",5,165,15,4,5,5
400 ,33.0,", Huyện Gia Lâm",1,15,20,4,2,2
145 ,69.0,", Quận Hai Bà Trưng",3,53,25,0,5,5
47 ,19.0,", Quận Ba Đình",4,35,15,1,4,0
143 ,55.0,", Quận Tây Hồ",7,6,31,4,11,11
90 ,10.5,", Quận Long Biên",1,11,15,0,1,0
40 ,9.4,", Quận Long Biên",6,45,30,0,4,4
122 ,18.5,", Quận Nam Từ Liêm",4,0,12,2,4,0
63 ,16.0,", Quận Nam Từ Liêm",6,0,12,3,4,0
86 ,39.0,", Quận Cầu Giấy",9,55,18,4,11,11
50 ,3.0,", Quận Hai Bà Trưng",5,6,5,4,4,4
38 ,3.0,", Quận Hai Bà Trưng",5,5,5,4,4,4
38 ,0.076,", Quận Hai Bà Trưng",4,5,4,1,4,3
90 ,26.0,", Quận Hoàn Kiếm",5,45,20,0,0,0
52 ,16.2,", Quận Thanh Xuân",7,5,10,0,7,6
57 ,14.3,", Quận Hai Bà Trưng",5,36,12,2,6,4
25 ,9.8,", Quận Ba Đình",5,62,12,3,3,3
68 ,21.8,", Quận Hai Bà Trưng",5,51,12,2,4,4
37 ,18.5,", Quận Tây Hồ",4,52,10,3,3,3
60 ,6.6,", Quận Hà Đông",5,55,10,3,4,4
24 ,8.4,", Quận Hoàn Kiếm",3,5,5,2,3,3
35 ,18.8,", Quận Hoàn Kiếm",4,34,10,3,3,3
45 ,9.5,", Quận Ba Đình",5,47,7,1,4,4
51 ,11.8,", Quận Ba Đình",5,32,7,2,5,5
147 ,42.0,", Quận Tây Hồ",6,75,15,4,9,9
58 ,15.5,", Quận Tây Hồ",7,38,8,2,6,6
60 ,18.5,", Quận Tây Hồ",7,55,8,3,6,6
60 ,18.5,", Quận Tây Hồ",7,55,8,3,6,6
63 ,18.0,", Quận Tây Hồ",4,46,10,3,4,4
76 ,18.6,", Quận Tây Hồ",4,39,8,3,4,4
110 ,0.13,", Quận Cầu Giấy",4,6,5,0,0,0
60 ,13.5,", Quận Cầu Giấy",6,4,20,2,8,5
100 ,12.0,", Quận Tây Hồ",1,63,20,1,2,1
54 ,20.0,", Quận Ba Đình",3,3,0,4,3,3
70 ,14.5,", Quận Cầu Giấy",7,5,20,2,8,7
80 ,13.5,", Quận Cầu Giấy",6,5,20,1,6,6
60 ,23.0,", Quận Cầu Giấy",3,5,60,2,4,3
80 ,0.0,", Quận Cầu Giấy",7,7,60,2,10,7
60 ,20.3,", Quận Cầu Giấy",5,6,40,2,5,5
50 ,17.0,", Quận Cầu Giấy",5,5,40,2,6,6
60 ,15.0,", Quận Cầu Giấy",7,45,20,2,5,5
120 ,17.6,", Quận Cầu Giấy",6,6,10,2,11,11
90 ,3.0,", Quận Cầu Giấy",6,5,20,1,5,5
80 ,30.0,", Quận Cầu Giấy",7,7,60,3,10,7
80 ,18.9,", Quận Cầu Giấy",7,55,40,2,6,6
100 ,16.5,", Quận Cầu Giấy",6,5,20,0,6,6
70 ,1.61,", Quận Cầu Giấy",3,55,60,2,4,3
80 ,11.0,", Quận Hai Bà Trưng",5,10,10,1,6,4
56 ,25.0,", Quận Hai Bà Trưng",3,37,40,0,4,3
36 ,3.55,", Quận Đống Đa",5,45,4,0,3,4
34 ,3.15,", Quận Hai Bà Trưng",5,4,2,0,4,4
53 ,5.8,", Quận Hai Bà Trưng",5,4,0,0,4,5
48 ,5.2,", Quận Thanh Xuân",4,31,3,0,4,4
33 ,3.7,", Quận Thanh Xuân",5,32,0,0,5,4
60 ,7.15,", Quận Hai Bà Trưng",4,42,4,0,0,0
44 ,180.0,", Quận Thanh Xuân",2,32,3,0,1,2
39 ,20.0,", Quận Hai Bà Trưng",7,4,12,4,6,7
56 ,6.5,", Quận Đống Đa",5,52,8,3,6,5
54 ,27.5,", Quận Ba Đình",4,53,16,4,3,4
50 ,7.5,", Quận Ba Đình",6,35,25,0,0,0
44 ,3.8,", Quận Hoàng Mai",4,4,2,0,4,4
205 ,43.0,", Quận Cầu Giấy",4,9,15,4,4,4
330 ,92.0,", Quận Ba Đình",2,10,20,4,2,2
80 ,28.0,", Quận Thanh Xuân",5,68,30,4,6,4
300 ,0.2,", Quận Hai Bà Trưng",2,85,0,0,2,2
293 ,178.0,", Quận Hoàn Kiếm",4,8,20,0,10,10
175 ,128.0,", Quận Hai Bà Trưng",13,76,20,0,0,0
193 ,36.9,", Quận Hai Bà Trưng",3,88,35,0,5,5
46 ,9.6,", Quận Hai Bà Trưng",5,37,7,2,3,3
241 ,32.0,", Quận Long Biên",4,15,20,4,4,4
293 ,178.0,", Quận Hoàn Kiếm",4,8,20,0,10,10
177 ,85.0,", Quận Ba Đình",2,59,20,0,3,3
87 ,30.8,", Quận Hoàn Kiếm",10,43,7,0,11,11
265 ,62.0,", Quận Đống Đa",2,61,25,0,2,2
67 ,26.0,", Quận Cầu Giấy",6,46,40,0,10,5
116 ,47.0,", Quận Tây Hồ",1,15,15,4,2,2
113 ,60.0,", Quận Hai Bà Trưng",4,5,20,0,3,3
200 ,56.0,", Quận Cầu Giấy",4,25,15,4,4,4
195 ,54.5,", Quận Hai Bà Trưng",4,58,25,0,4,4
175 ,66.0,", Quận Cầu Giấy",5,6,25,4,4,4
182 ,52.5,", Quận Thanh Xuân",7,56,25,4,5,5
435 ,255.0,", Quận Hai Bà Trưng",12,15,20,4,11,11
435 ,255.0,", Quận Hai Bà Trưng",12,15,25,4,11,11
135 ,40.0,", Quận Đống Đa",6,4,25,3,5,5
205 ,43.0,", Quận Cầu Giấy",4,9,15,4,4,4
190 ,58.0,", Quận Đống Đa",6,65,25,0,5,5
195 ,54.5,", Quận Hai Bà Trưng",4,58,25,0,4,4
330 ,92.0,", Quận Ba Đình",2,10,20,4,2,2
280 ,95.0,", Quận Đống Đa",10,55,30,4,10,10
165 ,34.0,", Quận Đống Đa",6,4,20,0,4,4
265 ,62.0,", Quận Đống Đa",2,61,20,0,2,2
1000 ,650.0,", Quận Hai Bà Trưng",3,29,20,4,5,5
300 ,118.0,", Quận Hai Bà Trưng",2,92,20,4,2,2
182 ,52.5,", Quận Thanh Xuân",7,56,30,4,5,5
38 ,7.99,", Quận Hai Bà Trưng",5,38,7,0,6,3
120 ,107.0,", Quận Hoàn Kiếm",7,7,15,0,11,11
1368 ,868.0,", Quận Hoàn Kiếm",3,68,50,4,6,6
18 ,0.06624,", Quận Thanh Xuân",4,0,50,1,4,4
60 ,17.99,", Quận Đống Đa",4,0,30,4,4,4
105 ,19.9,", Quận Hà Đông",5,0,50,4,5,5
295 ,178.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
40 ,2.8,", Quận Hoàng Mai",0,0,0,0,0,0
48 ,6.0,", Quận Long Biên",5,45,0,0,0,0
100 ,1.65,", Quận Cầu Giấy",6,6,20,2,5,5
50 ,7.9,", Quận Cầu Giấy",5,45,3,1,4,4
40 ,5.0,", Quận Long Biên",6,4,4,0,3,0
170 ,155.0,", Quận Hoàn Kiếm",7,11,20,0,0,0
120 ,2.28,", Quận Long Biên",4,6,5,0,4,0
230 ,0.125,", Quận Hoàn Kiếm",0,0,0,0,0,0
83 ,10.8,", Quận Tây Hồ",5,65,6,2,6,5
42 ,14.0,", Quận Long Biên",6,5,40,4,5,5
50 ,16.6,", Quận Đống Đa",8,45,10,2,5,6
60 ,8.5,", Quận Cầu Giấy",3,38,15,1,2,2
137 ,37.0,", Quận Ba Đình",4,5,15,1,6,0
50 ,16.6,", Quận Đống Đa",8,45,5,4,6,7
52 ,16.0,", Quận Đống Đa",7,41,6,4,3,5
98 ,6.7,", Quận Bắc Từ Liêm",1,46,3,1,1,1
55 ,8.6,", Quận Hoàng Mai",5,4,6,4,4,5
78 ,4.8,", Quận Hà Đông",3,38,2,4,3,3
48 ,4.4,", Quận Bắc Từ Liêm",5,57,3,2,3,4
100 ,6.0,", Quận Bắc Từ Liêm",3,95,2,0,2,2
45 ,5.8,", Quận Thanh Xuân",5,51,4,2,3,4
50 ,4.6,", Quận Cầu Giấy",4,5,4,1,4,4
55 ,4.9,", Quận Đống Đa",3,48,2,0,2,3
40 ,7.0,", Quận Nam Từ Liêm",6,46,8,4,3,5
60 ,6.5,", Quận Đống Đa",4,35,4,1,5,3
42 ,4.35,", Quận Nam Từ Liêm",4,46,4,2,6,4
53 ,4.8,", Quận Thanh Xuân",2,82,3,2,2,1
65 ,15.3,", Quận Cầu Giấy",7,45,6,4,4,6
310 ,85.0,", Quận Tây Hồ",5,165,15,4,5,5
110 ,66.0,", Quận Ba Đình",10,51,20,3,10,10
250 ,62.0,", Quận Hoàng Mai",6,20,40,4,10,10
78 ,23.5,", Quận Đống Đa",4,52,10,0,3,3
183 ,52.5,", Quận Thanh Xuân",7,56,30,4,6,6
147 ,43.0,", Quận Nam Từ Liêm",4,68,20,4,4,4
106 ,27.5,", Quận Hoàn Kiếm",1,65,20,0,2,2
300 ,77.0,", Quận Đống Đa",5,21,15,4,4,4
135 ,40.0,", Quận Đống Đa",6,4,25,4,5,5
73 ,18.7,", Quận Hai Bà Trưng",4,42,20,0,3,3
70 ,22.2,", Quận Hai Bà Trưng",4,4,25,0,3,3
143 ,71.0,", Quận Đống Đa",5,62,25,0,5,5
38 ,7.99,", Quận Hai Bà Trưng",5,38,7,0,6,3
80 ,14.0,", Quận Hoàn Kiếm",1,36,8,0,1,1
300 ,77.0,", Quận Đống Đa",5,21,15,4,4,4
315 ,138.0,", Quận Hai Bà Trưng",4,4,15,4,3,3
425 ,102.0,", Quận Hai Bà Trưng",2,11,55,4,2,2
105 ,20.5,", Quận Thanh Xuân",4,6,20,4,4,3
175 ,128.0,", Quận Hai Bà Trưng",13,76,20,0,0,0
182 ,52.5,", Quận Thanh Xuân",7,56,30,4,7,7
75 ,26.0,", Quận Cầu Giấy",8,42,25,0,11,7
75 ,29.0,", Quận Đống Đa",8,51,20,0,11,7
78 ,23.5,", Quận Đống Đa",4,52,10,0,3,3
400 ,33.0,", Huyện Gia Lâm",1,15,20,4,2,2
88 ,22.0,", Quận Đống Đa",4,65,15,0,3,3
200 ,57.0,", Quận Thanh Xuân",3,76,20,0,3,3
300 ,118.0,", Quận Hai Bà Trưng",2,92,20,4,2,2
143 ,36.0,", Quận Thanh Xuân",9,44,20,3,9,8
75 ,29.0,", Quận Đống Đa",8,51,20,0,1,7
102 ,15.5,", Quận Đống Đa",1,51,6,0,2,1
177 ,85.0,", Quận Ba Đình",2,59,20,0,3,3
200 ,57.0,", Quận Thanh Xuân",3,76,20,0,3,3
91 ,32.0,", Quận Cầu Giấy",6,42,40,4,4,4
150 ,71.5,", Quận Hai Bà Trưng",8,7,20,3,10,10
330 ,92.0,", Quận Ba Đình",2,10,20,0,2,2
228 ,28.0,", Quận Long Biên",3,135,15,4,3,3
205 ,43.0,", Quận Cầu Giấy",4,9,15,4,4,4
63 ,14.5,", Quận Thanh Xuân",0,0,0,0,0,0
37 ,10.9,", Quận Đống Đa",0,31,7,0,0,0
25 ,6.59,", Quận Đống Đa",0,0,0,0,0,0
42 ,13.8,", Quận Đống Đa",0,0,0,0,0,0
84 ,10.0,", Quận Thanh Xuân",0,0,7,0,0,0
85 ,22.5,", Quận Đống Đa",5,46,10,0,0,0
100 ,43.5,", Quận Đống Đa",0,0,0,0,0,0
60 ,8.5,", Quận Long Biên",1,4,30,0,0,0
151 ,86.0,", Quận Hoàn Kiếm",0,0,0,0,0,0
52 ,17.5,", Quận Đống Đa",0,0,20,0,0,0
85 ,13.0,", Quận Cầu Giấy",6,45,20,0,6,5
73 ,13.5,", Quận Đống Đa",3,8,20,0,4,4
50 ,8.0,", Quận Hà Đông",5,5,25,4,4,4
70 ,1.82,", Quận Hai Bà Trưng",6,5,30,0,0,0
73 ,14.0,", Quận Cầu Giấy",8,4,3,0,10,10
60 ,14.0,", Quận Cầu Giấy",5,45,10,0,6,0
40 ,7.8,", Quận Hai Bà Trưng",5,53,4,0,5,4
50 ,6.18,", Quận Đống Đa",5,3,5,0,5,5
52 ,13.8,", Quận Cầu Giấy",6,12,5,0,6,4
45 ,10.8,", Quận Hai Bà Trưng",5,48,0,0,4,0
40 ,10.5,", Quận Hai Bà Trưng",5,48,10,0,4,0
205 ,67.5,", Quận Cầu Giấy",7,62,40,4,6,6
200 ,56.0,", Quận Cầu Giấy",4,25,15,4,4,4
78 ,23.5,", Quận Đống Đa",4,52,10,0,3,3
293 ,178.0,", Quận Hoàn Kiếm",4,8,20,0,10,10
281 ,21.0,", Quận Hoàng Mai",5,10,15,0,4,4
150 ,75.0,", Quận Ba Đình",5,83,20,3,4,4
193 ,36.9,", Quận Hai Bà Trưng",3,88,35,0,5,5
123 ,10.6,", Quận Long Biên",3,66,45,4,3,3
182 ,52.5,", Quận Thanh Xuân",7,56,25,4,5,5
182 ,52.5,", Quận Thanh Xuân",7,56,25,4,5,5
38 ,9.6,", Quận Đống Đa",3,56,25,0,2,2
228 ,28.0,", Quận Long Biên",3,135,15,4,3,3
72 ,28.5,", Quận Ba Đình",6,43,20,3,5,5
163 ,72.0,", Quận Tây Hồ",2,21,10,0,2,2
200 ,68.0,", Quận Thanh Xuân",9,12,15,0,0,6
137 ,29.5,", Quận Cầu Giấy",2,4,30,0,2,2
97 ,57.0,", Quận Cầu Giấy",9,56,25,0,9,9
43 ,23.0,", Quận Tây Hồ",5,7,15,0,4,4
80 ,28.0,", Quận Thanh Xuân",5,68,30,4,6,4
165 ,34.0,", Quận Đống Đa",6,4,20,0,4,4
60 ,14.0,", Quận Hà Đông",5,5,30,4,5,5
60 ,11.3,", Quận Hà Đông",7,4,20,0,7,7
241 ,32.0,", Quận Long Biên",4,15,20,4,4,4
46 ,9.6,", Quận Hai Bà Trưng",5,37,7,2,3,3
106 ,27.5,", Quận Hoàn Kiếm",1,65,20,0,2,2
123 ,10.6,", Quận Long Biên",3,66,45,3,3,3
335 ,128.0,", Quận Hai Bà Trưng",3,105,25,0,3,3
69 ,16.3,", Quận Thanh Xuân",7,5,10,0,11,7
170 ,45.0,", Quận Nam Từ Liêm",10,8,9,4,11,0
90 ,23.8,", Quận Ba Đình",5,9,12,1,11,11
56 ,14.5,", Quận Cầu Giấy",0,0,0,0,0,0
90 ,23.8,", Quận Ba Đình",5,9,12,2,11,11
43 ,4.4,", Quận Thanh Xuân",6,39,0,0,5,5
58 ,0.0,", Quận Ba Đình",5,5,5,1,6,5
46 ,12.8,", Quận Ba Đình",0,0,0,0,0,0
210 ,130.0,", Quận Đống Đa",11,68,31,4,11,11
125 ,7.0,", Quận Long Biên",6,0,3,0,0,0
55 ,0.0,", Quận Cầu Giấy",0,0,0,0,0,0
150 ,33.0,", Quận Tây Hồ",10,10,8,0,0,0
50 ,9.0,", Quận Cầu Giấy",0,0,0,0,0,0
98 ,25.5,", Quận Đống Đa",0,0,0,0,0,0
168 ,0.0,", Quận Đống Đa",6,0,0,0,0,0
138 ,27.68,", Quận Hai Bà Trưng",4,0,30,4,4,4
42 ,5.99,", Quận Hà Đông",4,0,50,4,4,4
66 ,13.99,", Quận Hoàng Mai",5,0,30,4,5,5
80 ,27.0,", Quận Long Biên",6,55,40,0,4,0
94 ,17.5,", Quận Hoàng Mai",4,54,0,0,0,0
63 ,11.3,", Quận Hai Bà Trưng",0,38,0,0,0,0
90 ,12.8,", Quận Hai Bà Trưng",0,0,0,0,0,0
100 ,14.5,", Quận Hoàng Mai",4,0,0,0,0,0
80 ,10.8,", Quận Hoàng Mai",0,0,0,0,0,0
60 ,13.5,", Quận Long Biên",6,6,20,0,0,0
60 ,16.0,", Quận Cầu Giấy",3,68,10,0,4,4
30 ,11.3,", Quận Cầu Giấy",6,0,0,0,3,4
40 ,13.5,", Quận Cầu Giấy",5,0,0,4,4,4
35 ,4150.0,", Quận Cầu Giấy",5,0,0,0,4,4
106 ,15.0,", Quận Cầu Giấy",5,0,0,0,5,5
42 ,14.0,", Quận Cầu Giấy",5,0,0,0,3,4
45 ,11.7,", Quận Cầu Giấy",7,0,0,3,6,6
78 ,18.0,", Quận Cầu Giấy",4,0,0,4,5,5
50 ,6.5,", Quận Cầu Giấy",5,0,0,0,9,9
53 ,6850.0,", Quận Cầu Giấy",5,0,0,0,5,5
86 ,15.7,", Quận Cầu Giấy",7,0,0,0,7,7
73 ,16.0,", Quận Cầu Giấy",5,5,20,4,5,5
75 ,15.5,", Quận Cầu Giấy",0,0,0,0,0,0
143 ,30.0,", Quận Nam Từ Liêm",9,6,6,0,11,0
70 ,16.8,", Quận Hà Đông",7,5,6,4,11,11
35 ,7.75,", Quận Ba Đình",5,42,27,0,0,0
250 ,62.0,", Quận Hoàng Mai",6,20,40,4,10,10
100 ,19.0,", Quận Nam Từ Liêm",5,5,35,4,4,4
88 ,22.0,", Quận Đống Đa",4,65,15,4,3,3
116 ,47.0,", Quận Tây Hồ",1,15,20,4,2,2
2750 ,175.0,", Quận Cầu Giấy",1,85,25,4,2,2
138 ,29.5,", Quận Cầu Giấy",2,4,30,0,2,2
97 ,57.0,", Quận Cầu Giấy",9,56,25,4,9,9
67 ,26.0,", Quận Cầu Giấy",6,46,30,0,6,5
65 ,17.9,", Quận Long Biên",6,15,25,4,4,3
60 ,14.0,", Quận Hà Đông",5,5,30,4,5,5
103 ,11.5,", Quận Hoàng Mai",1,43,25,4,2,1
137 ,67.0,", Quận Cầu Giấy",9,91,20,0,0,0
300 ,155.0,", Quận Cầu Giấy",9,8,35,0,10,10
106 ,27.5,", Quận Hoàn Kiếm",1,65,20,0,2,1
241 ,32.0,", Quận Long Biên",4,15,15,4,4,4
193 ,165.0,", Quận Hoàn Kiếm",7,61,15,0,11,11
149 ,58.0,", Quận Hai Bà Trưng",5,4,30,3,4,4
281 ,21.0,", Quận Hoàng Mai",5,10,15,4,4,4
560 ,95.0,", Quận Long Biên",5,30,25,0,0,0
75 ,26.0,", Quận Cầu Giấy",8,42,25,0,11,7
87 ,33.0,", Quận Hoàn Kiếm",10,43,7,0,11,11
834 ,208.0,", Quận Long Biên",2,24,30,4,2,2
57 ,25.0,", Quận Cầu Giấy",8,42,20,0,11,11
71 ,23.5,", Quận Cầu Giấy",7,51,40,4,6,6
190 ,58.0,", Quận Đống Đa",6,65,25,0,5,5
190 ,58.0,", Quận Đống Đa",6,65,25,0,5,5
160 ,54.0,", Quận Đống Đa",5,12,20,0,10,5
300 ,0.2,", Quận Hai Bà Trưng",2,85,30,0,2,2
560 ,95.0,", Quận Long Biên",5,30,25,0,0,0
120 ,74.0,", Quận Hai Bà Trưng",10,5,20,0,11,11
51 ,0.04,", Quận Hoàn Kiếm",0,0,0,0,0,0
99 ,25.0,", Quận Đống Đa",4,41,30,0,4,5
49 ,2.65,", Quận Hà Đông",0,0,0,0,0,0
39 ,4.25,", Quận Hà Đông",0,0,0,0,0,0
33 ,3.8,", Quận Hà Đông",0,0,0,0,0,0
50 ,3.0,", Quận Hà Đông",0,0,0,0,0,0
34 ,2.4,", Quận Hà Đông",0,0,0,0,0,0
50 ,4.8,", Quận Hà Đông",0,0,0,0,0,0
50 ,4.8,", Quận Hà Đông",0,0,0,0,0,0
45 ,3.25,", Quận Hà Đông",0,0,0,0,0,0
46 ,3.3,", Quận Hà Đông",0,0,0,0,0,0
45 ,3.1,", Quận Hà Đông",0,0,0,0,0,0
56 ,2.65,", Quận Hà Đông",0,0,0,0,0,0
50 ,3.3,", Quận Hà Đông",0,0,0,0,0,0
51 ,5.3,", Quận Hà Đông",0,0,0,0,0,0
40 ,3.8,", Quận Hà Đông",0,0,0,0,0,0
31 ,1.5,", Quận Hà Đông",0,0,0,0,0,0
30 ,3.2,", Quận Hà Đông",5,0,0,0,4,4
73 ,8.35,", Quận Thanh Xuân",4,48,4,1,4,3
52 ,5.5,", Quận Hà Đông",4,4,7,0,4,3
36 ,3.0,", Quận Hà Đông",5,5,4,0,3,3
42 ,2.65,", Quận Hà Đông",3,38,3,0,3,3
75 ,12.0,", Quận Thanh Xuân",6,4,6,1,11,11
42 ,6.0,", Quận Thanh Xuân",6,38,6,1,4,4
160 ,30.0,", Quận Nam Từ Liêm",9,96,7,1,11,11
50 ,5.0,", Quận Thanh Xuân",5,425,3,0,4,4
55 ,5.0,", Quận Thanh Xuân",4,5,3,0,4,3
183 ,10.0,", Quận Hoàn Kiếm",4,6,6,2,11,11
99.5 ,6.8,", Quận Hà Đông",0,0,0,0,0,0
86 ,0.0,", Quận Long Biên",5,0,0,0,4,4
60 ,12.9,", Quận Cầu Giấy",6,5,20,2,6,5
45 ,10.9,", Quận Cầu Giấy",5,45,20,1,4,4
30 ,0.1,", Quận Tây Hồ",4,4,10,0,3,3
70 ,17.5,", Quận Tây Hồ",4,4,40,1,4,4
60 ,15.5,", Quận Thanh Xuân",7,4,20,0,6,6
35 ,21.5,", Quận Hai Bà Trưng",7,4,20,0,0,0
52 ,22.0,", Quận Cầu Giấy",0,0,30,3,0,0
45 ,0.0,", Quận Tây Hồ",0,0,0,0,0,0
109 ,30.0,", Quận Cầu Giấy",9,8,5,0,11,0
60 ,32.0,", Quận Đống Đa",5,37,40,4,6,6
113 ,60.0,", Quận Hai Bà Trưng",4,5,20,0,3,3
280 ,90.0,", Quận Đống Đa",10,55,30,4,10,10
195 ,54.5,", Quận Hai Bà Trưng",4,58,25,0,4,4
250 ,62.0,", Quận Hoàng Mai",6,20,40,4,10,10
90 ,10.0,", Quận Hai Bà Trưng",2,9,6,0,2,2
75 ,29.0,", Quận Đống Đa",8,51,25,0,11,7
72 ,28.5,", Quận Ba Đình",6,43,20,3,5,5
73 ,18.7,", Quận Hai Bà Trưng",4,42,20,0,3,3
135 ,40.0,", Quận Đống Đa",6,4,25,4,5,5
94 ,26.5,", Quận Cầu Giấy",7,10,15,0,11,11
128 ,32.0,", Quận Long Biên",2,8,30,0,2,2
170 ,45.0,", Quận Cầu Giấy",3,8,40,3,3,3
305 ,150.0,", Quận Cầu Giấy",6,17,30,0,10,10
60 ,11.3,", Quận Hà Đông",7,4,20,0,7,7
59 ,28.5,", Quận Đống Đa",5,41,25,0,4,4
280 ,95.0,", Quận Đống Đa",10,55,30,4,10,10
90 ,23.5,", Quận Nam Từ Liêm",3,71,40,4,2,2
147 ,43.0,", Quận Nam Từ Liêm",4,68,20,4,4,4
120 ,74.0,", Quận Hai Bà Trưng",10,5,20,0,11,11
68 ,15.15,", Quận Hà Đông",4,0,20,4,6,4
268 ,26.8,", Quận Hai Bà Trưng",4,0,30,4,4,4
28 ,13.18,", Quận Đống Đa",5,0,50,4,5,5
305 ,150.0,", Quận Cầu Giấy",6,17,30,4,10,10
60 ,15.9,", Quận Long Biên",3,4,30,0,3,0
330 ,38.0,", Quận Hoàng Mai",4,15,15,4,3,3
108 ,28.0,", Quận Ba Đình",4,4,10,0,4,4
630 ,630.0,", Quận Hoàn Kiếm",3,15,20,0,4,4
764 ,460.0,", Quận Hoàn Kiếm",3,29,20,4,4,4
97 ,57.0,", Quận Cầu Giấy",9,56,20,0,9,9
834 ,208.0,", Quận Long Biên",2,24,30,4,2,2
150 ,24.0,", Quận Cầu Giấy",4,46,40,4,4,4
147 ,43.0,", Quận Nam Từ Liêm",4,68,20,4,4,4
420 ,195.0,", Quận Ba Đình",3,18,20,4,5,5
163 ,72.0,", Quận Tây Hồ",2,21,10,0,2,2
46 ,9.6,", Quận Hai Bà Trưng",5,37,7,2,3,3
71 ,23.5,", Quận Cầu Giấy",7,51,40,4,6,6
113 ,60.0,", Quận Hai Bà Trưng",4,5,20,0,3,3
300 ,0.2,", Quận Hai Bà Trưng",2,85,30,0,2,2
87 ,30.8,", Quận Hoàn Kiếm",10,43,6,0,11,11
30 ,12.5,", Quận Đống Đa",6,41,0,0,4,5
30 ,22.0,", Quận Hoàn Kiếm",5,3,15,0,0,0
92 ,0.0,", Quận Long Biên",5,0,16,0,4,4
121 ,15.0,", Quận Bắc Từ Liêm",0,0,0,4,0,0
124 ,22.0,", Quận Cầu Giấy",0,6,30,4,0,0
63 ,17.5,", Quận Nam Từ Liêm",6,5,20,4,8,0
65 ,1.04,", Quận Cầu Giấy",5,5,30,4,7,0
67 ,18.6,", Quận Cầu Giấy",0,0,0,4,0,0
50 ,23.0,", Quận Cầu Giấy",4,0,0,4,5,0
88 ,42.89,", Quận Hai Bà Trưng",5,0,30,4,5,5
55 ,39.9,", Quận Hoàn Kiếm",5,0,30,4,5,5
88 ,11.68,", Quận Hà Đông",4,0,50,4,4,4
120 ,29.9,", Quận Hai Bà Trưng",4,0,50,4,4,4
102 ,18.89,", Quận Đống Đa",4,5,30,4,6,4
123 ,24.68,", Quận Hoàng Mai",5,0,50,4,5,5
65 ,12.8,", Quận Thanh Xuân",4,0,0,2,4,4
40 ,11.6,", Quận Ba Đình",5,8,15,2,5,5
41 ,17.5,", Quận Hai Bà Trưng",5,10,20,4,11,11
70 ,23.5,", Quận Hai Bà Trưng",7,7,15,4,7,7
210 ,24.0,", Quận Hai Bà Trưng",3,135,5,4,5,4
54 ,16.5,", Quận Hoàng Mai",6,37,40,0,4,5
